    n_win  win_start  win_end      seg_sites_branch            tajimas_d_site          tajimas_d_branch                diversity     Gen
15     15    75000.0  79999.0  [10818.345350896014]      [0.0638881445656149]     [0.07279495216962993]    [0.01879003015075382]  8800.0
16     16    80000.0  84999.0  [10818.312550896017]     [0.16478689726471082]     [0.07298656187512444]    [0.02115878391959804]  8800.0
17     17    85000.0  89999.0   [10805.80935089602]    [-0.09321819330398234]      [0.0914443907645746]    [0.01848326633165831]  8800.0
18     18    90000.0  94999.0  [10796.345350896016]     [0.07136122458084372]      [0.0977112325101305]   [0.018310864321608066]  8800.0
19     19    95000.0  99999.0  [10796.104550896018]     [0.21367267101510182]     [0.09481812749604109]   [0.020085698492462313]  8800.0
0       0        0.0   4999.0   [9914.777318754788]      [0.6523695365517593]      [0.3153412984732633]    [0.02065495477386948]  8895.0
1       1     5000.0   9999.0    [9917.23411875479]      [0.6481863035036013]      [0.3172057337268254]   [0.021204824120603108]  8895.0
2       2    10000.0  14999.0  [10055.011118754785]       [0.434816932154982]      [0.3166171952046114]   [0.019992713567839257]  8895.0
3       3    15000.0  19999.0  [10102.234118754786]    [-0.05738348861859289]     [0.30955828194234963]     [0.0167557085427136]  8895.0
4       4    20000.0  24999.0  [10120.213453445931]      [0.4733660511922404]       [0.320225724330549]   [0.018603849246231194]  8895.0
5       5    25000.0  29999.0  [10149.345350896017]      [0.3858184113095062]     [0.33742993929096143]    [0.02040980904522623]  8895.0
6       6    30000.0  34999.0  [10196.093350896019]     [0.27741151547611625]     [0.30409688935818957]   [0.018980783919598048]  8895.0
7       7    35000.0  39999.0  [10190.924550896014]   [-0.002436996714826936]     [0.30522821566057695]    [0.01742238190954777]  8895.0
8       8    40000.0  44999.0  [10183.345350896016]       [0.245154051283422]      [0.3094424040289528]    [0.01807239195979904]  8895.0
9       9    45000.0  49999.0  [10201.239750896017]      [0.2952768129413296]      [0.3047763400876529]    [0.01722002010050255]  8895.0
10     10    50000.0  54999.0   [10231.34535089602]      [0.4749676572196112]      [0.2969629670376312]   [0.018611949748743743]  8895.0
11     11    55000.0  59999.0  [10200.145350896015]     [0.23596612516779855]      [0.2434208291336341]   [0.018755025125628176]  8895.0
12     12    60000.0  64999.0  [10023.345350896016]    [-0.09217382527029075]    [-0.06628075318243017]   [0.016603678391959784]  8895.0
13     13    65000.0  69999.0  [10023.345350896014]    [-0.20690882311640588]    [-0.06628075318242875]   [0.017203286432160764]  8895.0
14     14    70000.0  74999.0  [10023.345350896014]      [0.2856431669983225]    [-0.06628075318242911]   [0.017394974874371822]  8895.0
15     15    75000.0  79999.0  [10023.345350896016]   [-0.050526830024694804]    [-0.06628075318243017]   [0.016859236180904503]  8895.0
16     16    80000.0  84999.0  [10023.345350896017]     [0.02659507179158132]     [-0.0662807531824365]   [0.019193909547738686]  8895.0
17     17    85000.0  89999.0   [10023.34535089602]    [-0.12838208143250707]    [-0.06628075318243896]   [0.015723879396984886]  8895.0
18     18    90000.0  94999.0  [10021.912950896016]     [0.05671170259088859]    [-0.06671480854263045]    [0.01604606030150752]  8895.0
19     19    95000.0  99999.0   [10021.10455089602]     [-0.0826558783272612]    [-0.07066046249494187]    [0.01755039195979897]  8895.0
0       0        0.0   4999.0   [9581.234118754788]      [0.7782037238597924]     [0.45230114709182684]   [0.020737055276381994]  8900.0
1       1     5000.0   9999.0    [9581.23411875479]      [0.7374031662776656]      [0.4523011470918264]    [0.02111009045226138]  8900.0
2       2    10000.0  14999.0   [9719.011118754786]      [0.6637787619590003]      [0.4470332987682933]   [0.019813145728643282]  8900.0
3       3    15000.0  19999.0   [9766.234118754786]     [0.04602878989025355]      [0.4351637363793307]    [0.01658064321608044]  8900.0
4       4    20000.0  24999.0   [9784.213453445931]     [0.42048749413866054]     [0.44596669891120555]    [0.01860575879396991]  8900.0
5       5    25000.0  29999.0   [9813.345350896016]     [0.47864586080962546]     [0.46338669582720743]   [0.020467849246231247]  8900.0
6       6    30000.0  34999.0   [9860.093350896017]     [0.48106353123731055]     [0.43239995728070396]   [0.019033949748743804]  8900.0
7       7    35000.0  39999.0   [9871.345350896014]     [0.09469580904086672]      [0.4249854329805233]   [0.017599949748743765]  8900.0
8       8    40000.0  44999.0   [9871.345350896016]     [0.41362484140498706]     [0.42498543298052255]   [0.018109658291457352]  8900.0
9       9    45000.0  49999.0   [9889.239750896013]      [0.3500995416443717]     [0.42002082967808263]   [0.017301105527638243]  8900.0
10     10    50000.0  54999.0    [9919.34535089602]      [0.5024591109229783]      [0.4117087818560621]   [0.018829678391959877]  8900.0
11     11    55000.0  59999.0   [9888.537750896014]     [0.45449246216935657]     [0.36252134162592087]   [0.018896763819095514]  8900.0
12     12    60000.0  64999.0   [9712.345350896016]     [-0.0669232461419434]     [0.07059609293992888]   [0.016771648241206066]  8900.0
13     13    65000.0  69999.0   [9712.345350896014]    [0.009833550581196612]     [0.07059609293992924]   [0.017352462311557806]  8900.0
14     14    70000.0  74999.0   [9712.345350896014]     [0.25590393294956476]     [0.07059609293992779]   [0.017577477386934718]  8900.0
15     15    75000.0  79999.0   [9712.345350896016]     [0.09955453176289271]     [0.07059609293992962]    [0.01692381909547743]  8900.0
16     16    80000.0  84999.0   [9712.345350896017]     [0.24960066930888516]      [0.0705960929399245]   [0.019086060301507564]  8900.0
17     17    85000.0  89999.0    [9712.34535089602]    [-0.05155564524996632]     [0.07059609293992339]   [0.016049467336683446]  8900.0
18     18    90000.0  94999.0   [9712.345350896017]     [0.15430278031325784]      [0.0705960929399245]   [0.016276552763819126]  8900.0
19     19    95000.0  99999.0    [9712.10455089602]    [-0.01283978710206919]     [0.06762448958313404]    [0.01767109547738694]  8900.0
0       0        0.0   4999.0   [9266.234118754788]      [0.6187624146122169]     [0.27920778978760924]   [0.019217527638191033]  8995.0
1       1     5000.0   9999.0    [9266.23411875479]      [0.5098205329798285]     [0.27920778978760885]   [0.020010231155778983]  8995.0
2       2    10000.0  14999.0   [9403.008118754786]      [0.5000121261622579]      [0.2699844774164989]   [0.018030924623115625]  8995.0
3       3    15000.0  19999.0   [9468.234118754786]     [0.11160149311054672]      [0.2532014820309976]   [0.015012713567839208]  8995.0
4       4    20000.0  24999.0   [9486.213453445931]     [0.31579326171352257]     [0.26428143251926467]   [0.017021959798994995]  8995.0
5       5    25000.0  29999.0   [9515.345350896016]      [0.2827420340635496]      [0.2821453789706492]   [0.018343286432160794]  8995.0
6       6    30000.0  34999.0   [9515.345350896017]      [0.1191836669051665]      [0.2821453789706492]   [0.017306804020100514]  8995.0
7       7    35000.0  39999.0   [9515.345350896014]    [-0.12542463599196002]      [0.2821453789706511]   [0.015968130653266337]  8995.0
8       8    40000.0  44999.0   [9514.139350896015]    [0.032986951433061955]     [0.28126634493961955]   [0.016961346733668357]  8995.0
9       9    45000.0  49999.0   [9518.055150896012]     [0.48205867941027836]      [0.2790705037257847]   [0.016065407035175852]  8995.0
10     10    50000.0  54999.0   [9575.738950896017]      [0.3370377178727133]      [0.2630612654372983]    [0.01761352763819092]  8995.0
11     11    55000.0  59999.0   [9515.417750896017]     [0.30826422443289575]      [0.2371369430045392]   [0.017694211055276386]  8995.0
12     12    60000.0  64999.0   [9723.443350896016]    [-0.06482512956857756]     [-0.0897918811042269]   [0.016015306532663354]  8995.0
13     13    65000.0  69999.0  [10086.345350896014]    [-0.10649252253971575]     [-0.1785128243722851]   [0.017054271356783952]  8995.0
14     14    70000.0  74999.0  [10086.345350896014]    [-0.06116326216189102]     [-0.1785128243722844]    [0.01737039195979905]  8995.0
15     15    75000.0  79999.0  [10086.345350896014]     [-0.2054011087988821]     [-0.1785128243722851]   [0.016095698492462368]  8995.0
16     16    80000.0  84999.0  [10086.345350896017]    [0.042353686490617895]    [-0.17851282437228752]   [0.017320894472361837]  8995.0
17     17    85000.0  89999.0   [10086.34535089602]     [-0.2622142251490211]     [-0.1785128243722882]    [0.01575971859296485]  8995.0
18     18    90000.0  94999.0  [10086.130150896015]    [-0.24313214382472118]    [-0.17817765180138884]   [0.015924844221105558]  8995.0
19     19    95000.0  99999.0  [10084.104550896018]    [-0.12453246035588557]    [-0.17667266184247496]    [0.01702054271356787]  8995.0
0       0        0.0   4999.0   [9080.234118754788]      [0.6296462754993154]      [0.3090373899479221]   [0.018987467336683463]  9000.0
1       1     5000.0   9999.0    [9080.23411875479]      [0.5018901043998172]     [0.30903738994792085]   [0.019731517587939756]  9000.0
2       2    10000.0  14999.0   [9214.481118754784]      [0.4620996655744155]      [0.2976849421134221]   [0.018079859296482464]  9000.0
3       3    15000.0  19999.0   [9245.234118754786]     [0.04869023070579447]     [0.29514194020815715]   [0.014900462311557774]  9000.0
4       4    20000.0  24999.0   [9263.213453445931]      [0.3274889982535431]      [0.3065999948065936]    [0.01700352763819097]  9000.0
5       5    25000.0  29999.0   [9292.345350896016]      [0.5574940777642904]      [0.3250713438222683]    [0.01807123618090454]  9000.0
6       6    30000.0  34999.0   [9292.345350896017]      [0.1266778643812736]       [0.325071343822266]    [0.01692116582914576]  9000.0
7       7    35000.0  39999.0   [9292.345350896014]    [-0.08850357298641376]      [0.3250713438222672]    [0.01576206030150753]  9000.0
8       8    40000.0  44999.0   [9291.139350896017]     [0.08394293300173447]      [0.3246954249459299]    [0.01691374874371862]  9000.0
9       9    45000.0  49999.0   [9295.055150896014]      [0.4344532381332946]     [0.32811744849645175]    [0.01597357788944727]  9000.0
10     10    50000.0  54999.0   [9352.738950896017]     [0.47023838318695277]       [0.314243132816362]    [0.01726192964824125]  9000.0
11     11    55000.0  59999.0   [9295.754150896015]      [0.2798188974920519]      [0.3058059302062044]   [0.017587939698492518]  9000.0
12     12    60000.0  64999.0   [9507.443350896016]      [0.0788615029591103]     [0.11396206681406652]     [0.0163294773869347]  9000.0
13     13    65000.0  69999.0   [9870.345350896014]     [0.07033969994091271]   [0.0056026421799568755]    [0.01774845226130661]  9000.0
14     14    70000.0  74999.0   [9870.345350896014]    [0.026375852912320887]    [0.005602642179959027]   [0.017956673366834257]  9000.0
15     15    75000.0  79999.0   [9870.345350896016]    [-0.08111628803254231]    [0.005602642179959026]   [0.016529829145728706]  9000.0
16     16    80000.0  84999.0   [9870.345350896017]      [0.2732407759625402]    [0.005602642179956156]   [0.018256402010050306]  9000.0
17     17    85000.0  89999.0    [9870.34535089602]   [-0.016592173545824776]    [0.005602642179954003]   [0.016396804020100533]  9000.0
18     18    90000.0  94999.0   [9870.345350896016]    [0.047128988936064674]    [0.005602642179953288]   [0.016620804020100532]  9000.0
19     19    95000.0  99999.0    [9870.10455089602]   [-0.028502458145916117]    [0.004540380376421236]   [0.017922000000000052]  9000.0
0       0        0.0   4999.0   [9203.234118754788]    [0.043139342099384075]    [-0.22651219935914504]   [0.015944763819095476]  9095.0
1       1     5000.0   9999.0    [9203.23411875479]   [-0.022115474023053968]    [-0.22651219935914618]    [0.01650368844221105]  9095.0
2       2    10000.0  14999.0   [9339.851718754784]   [-0.008283312918483826]     [-0.2699466163799378]   [0.015658291457286443]  9095.0
3       3    15000.0  19999.0   [9368.759118754786]     [-0.6177168650237317]    [-0.25136406764678004]   [0.012699698492462266]  9095.0
4       4    20000.0  24999.0   [9384.213453445931]    [-0.40452694724555033]    [-0.21481845967332716]   [0.014640442211055267]  9095.0
5       5    25000.0  29999.0   [9413.345350896016]   [-0.023063318055588953]    [-0.20260482636888866]    [0.01632971859296482]  9095.0
6       6    30000.0  34999.0   [9413.345350896017]    [-0.21564896761136887]    [-0.20260482636888974]   [0.014960070351758776]  9095.0
7       7    35000.0  39999.0   [9417.027550896015]     [-0.4017733120247282]    [-0.20486958273189937]   [0.013730241206030133]  9095.0
8       8    40000.0  44999.0   [9464.345350896017]     [-0.3042025546630559]     [-0.2338158169775718]   [0.014270030150753763]  9095.0
9       9    45000.0  49999.0   [9497.206150896012]     [-0.2825372094727399]    [-0.24050882601019133]    [0.01350639195979896]  9095.0
10     10    50000.0  54999.0   [9576.345350896017]    [-0.06756199450584531]      [-0.256439190577436]   [0.014967718592964812]  9095.0
11     11    55000.0  59999.0   [9570.645350896015]     [-0.2197891438800818]     [-0.2324330444577787]   [0.015066311557788965]  9095.0
12     12    60000.0  64999.0   [9538.345350896016]    [-0.30831416482365465]    [-0.09585626469544896]   [0.014804361809045223]  9095.0
13     13    65000.0  69999.0   [9538.345350896016]    [0.016372909217532913]    [-0.09585626469544822]    [0.01731928643216088]  9095.0
14     14    70000.0  74999.0   [9586.704150896014]     [0.02269903259589019]    [-0.11248082515634619]    [0.01629020100502516]  9095.0
15     15    75000.0  79999.0   [9659.696150896016]     [-0.1797408726263066]    [-0.13888235661357118]   [0.015236281407035198]  9095.0
16     16    80000.0  84999.0   [9675.345350896017]     [0.12953161369324218]    [-0.14759486824066465]   [0.016616904522613107]  9095.0
17     17    85000.0  89999.0    [9675.34535089602]    [-0.24633202782400074]    [-0.14759486824066537]   [0.016348110552763886]  9095.0
18     18    90000.0  94999.0   [9675.345350896017]   [-0.001850518099259293]    [-0.14759486824066426]   [0.016302432160804063]  9095.0
19     19    95000.0  99999.0    [9675.34535089602]     [-0.1710012897273331]    [-0.14759486824066353]    [0.01647370854271362]  9095.0
0       0        0.0   4999.0   [9461.234118754788]     [0.02926189693631501]    [-0.15834389527523973]    [0.01673566834170854]  9100.0
1       1     5000.0   9999.0    [9461.23411875479]    [0.025979251258353698]    [-0.13886526789400616]   [0.017542542713567855]  9100.0
2       2    10000.0  14999.0   [9597.851718754784]    [0.023055070610698582]    [-0.17054764340611456]   [0.016840743718592985]  9100.0
